

08/14/2015 09:01:49:711 AM EDT     Starting Sage FTP File Cataloger App (v2015.05.21). Java App Runtime ID=20150814.090149711.733230
08/14/2015 09:02:21:821 AM EDT     File counter: 52
08/14/2015 09:02:21:821 AM EDT     File counter: 53
08/14/2015 09:02:21:821 AM EDT     File counter: 54
08/14/2015 09:02:21:821 AM EDT     File counter: 55
08/14/2015 09:02:21:836 AM EDT     File counter: 56
08/14/2015 09:02:21:836 AM EDT     File counter: 57
08/14/2015 09:02:21:836 AM EDT     File counter: 58
08/14/2015 09:02:21:836 AM EDT     File counter: 59
08/14/2015 09:02:21:836 AM EDT     File counter: 60
08/14/2015 09:02:21:852 AM EDT     File counter: 61
08/14/2015 09:02:21:852 AM EDT     File counter: 62
08/14/2015 09:02:21:852 AM EDT     File counter: 63
08/14/2015 09:02:21:852 AM EDT     File counter: 64
08/14/2015 09:02:21:852 AM EDT     File counter: 65
08/14/2015 09:02:21:852 AM EDT     File counter: 66
08/14/2015 09:02:21:868 AM EDT     File counter: 67
08/14/2015 09:02:21:868 AM EDT     File counter: 68
08/14/2015 09:02:21:868 AM EDT     File counter: 69
08/14/2015 09:02:21:868 AM EDT     File counter: 70
08/14/2015 09:02:21:868 AM EDT     File counter: 71
08/14/2015 09:02:21:868 AM EDT     File counter: 72
08/14/2015 09:02:21:883 AM EDT     File counter: 73
08/14/2015 09:02:21:883 AM EDT     File counter: 74
08/14/2015 09:02:21:883 AM EDT     File counter: 75
08/14/2015 09:02:21:883 AM EDT     File counter: 76
08/14/2015 09:02:21:883 AM EDT     File counter: 77
08/14/2015 09:02:21:883 AM EDT     File counter: 78
08/14/2015 09:02:21:899 AM EDT     File counter: 79
08/14/2015 09:02:21:899 AM EDT     File counter: 80
08/14/2015 09:02:21:899 AM EDT     File counter: 81
08/14/2015 09:02:21:899 AM EDT     File counter: 82
08/14/2015 09:02:21:899 AM EDT     File counter: 83
08/14/2015 09:02:21:899 AM EDT     File counter: 84
08/14/2015 09:02:21:899 AM EDT     File counter: 85
08/14/2015 09:02:21:899 AM EDT     File counter: 86
08/14/2015 09:02:21:915 AM EDT     File counter: 87
08/14/2015 09:02:21:915 AM EDT     File counter: 88
08/14/2015 09:02:21:915 AM EDT     File counter: 89
08/14/2015 09:02:21:915 AM EDT     File counter: 90
08/14/2015 09:02:21:930 AM EDT     File counter: 91
08/14/2015 09:02:21:930 AM EDT     File counter: 92
08/14/2015 09:02:21:930 AM EDT     File counter: 93
08/14/2015 09:02:21:930 AM EDT     File counter: 94
08/14/2015 09:02:21:930 AM EDT     File counter: 95
08/14/2015 09:02:21:930 AM EDT     File counter: 96
08/14/2015 09:02:21:930 AM EDT     File counter: 97
08/14/2015 09:02:22:071 AM EDT     File counter: 98
08/14/2015 09:02:22:071 AM EDT     File counter: 99
08/14/2015 09:02:22:086 AM EDT     File counter: 100
08/14/2015 09:02:22:086 AM EDT     File counter: 101
08/14/2015 09:02:22:086 AM EDT     File counter: 102
08/14/2015 09:02:22:086 AM EDT     File counter: 103
08/14/2015 09:02:22:086 AM EDT     File counter: 104
08/14/2015 09:02:22:086 AM EDT     File counter: 105
08/14/2015 09:02:22:086 AM EDT     File counter: 106
08/14/2015 09:02:22:086 AM EDT     File counter: 107
08/14/2015 09:02:22:086 AM EDT     File counter: 108
08/14/2015 09:02:22:102 AM EDT     File counter: 109
08/14/2015 09:02:22:102 AM EDT     File counter: 110
08/14/2015 09:02:22:102 AM EDT     File counter: 111
08/14/2015 09:02:22:102 AM EDT     File counter: 112
08/14/2015 09:02:22:102 AM EDT     File counter: 113
08/14/2015 09:02:22:102 AM EDT     File counter: 114
08/14/2015 09:02:22:102 AM EDT     File counter: 115
08/14/2015 09:02:22:102 AM EDT     File counter: 116
08/14/2015 09:02:22:102 AM EDT     File counter: 117
08/14/2015 09:02:22:102 AM EDT     File counter: 118
08/14/2015 09:02:22:118 AM EDT     File counter: 119
08/14/2015 09:02:22:118 AM EDT     File counter: 120
08/14/2015 09:02:22:118 AM EDT     File counter: 121
08/14/2015 09:02:22:118 AM EDT     File counter: 122
08/14/2015 09:02:22:118 AM EDT     File counter: 123
08/14/2015 09:02:22:118 AM EDT     File counter: 124
08/14/2015 09:02:22:118 AM EDT     File counter: 125
08/14/2015 09:02:22:118 AM EDT     File counter: 126
08/14/2015 09:02:22:133 AM EDT     File counter: 127
08/14/2015 09:02:22:133 AM EDT     File counter: 128
08/14/2015 09:02:22:133 AM EDT     File counter: 129
08/14/2015 09:02:22:133 AM EDT     File counter: 130
08/14/2015 09:02:22:133 AM EDT     File counter: 131
08/14/2015 09:02:22:133 AM EDT     File counter: 132
08/14/2015 09:02:22:133 AM EDT     File counter: 133
08/14/2015 09:02:22:133 AM EDT     File counter: 134
08/14/2015 09:02:22:133 AM EDT     File counter: 135
08/14/2015 09:02:22:149 AM EDT     File counter: 136
08/14/2015 09:02:22:149 AM EDT     File counter: 137
08/14/2015 09:02:22:149 AM EDT     File counter: 138
08/14/2015 09:02:22:149 AM EDT     File counter: 139
08/14/2015 09:02:22:165 AM EDT     File counter: 140
08/14/2015 09:02:22:165 AM EDT     File counter: 141
08/14/2015 09:02:22:165 AM EDT     File counter: 142
08/14/2015 09:02:22:165 AM EDT     File counter: 143
08/14/2015 09:02:22:165 AM EDT     File counter: 144
08/14/2015 09:02:22:165 AM EDT     File counter: 145
08/14/2015 09:02:22:165 AM EDT     File counter: 146
08/14/2015 09:02:22:180 AM EDT     File counter: 147
08/14/2015 09:02:22:180 AM EDT     File counter: 148
08/14/2015 09:02:22:180 AM EDT     File counter: 149
08/14/2015 09:02:22:180 AM EDT     File counter: 150
08/14/2015 09:02:22:180 AM EDT     File counter: 151
08/14/2015 09:02:22:180 AM EDT     File counter: 152
08/14/2015 09:02:22:180 AM EDT     File counter: 153
08/14/2015 09:02:22:180 AM EDT     File counter: 154
08/14/2015 09:02:22:180 AM EDT     File counter: 155
08/14/2015 09:02:22:196 AM EDT     File counter: 156
08/14/2015 09:02:22:196 AM EDT     File counter: 157
08/14/2015 09:02:22:196 AM EDT     File counter: 158
08/14/2015 09:02:22:196 AM EDT     File counter: 159
08/14/2015 09:02:22:196 AM EDT     File counter: 160
08/14/2015 09:02:22:196 AM EDT     File counter: 161
08/14/2015 09:02:22:196 AM EDT     File counter: 162
08/14/2015 09:02:22:196 AM EDT     File counter: 163
08/14/2015 09:02:22:196 AM EDT     File counter: 164
08/14/2015 09:02:22:211 AM EDT     File counter: 165
08/14/2015 09:02:22:211 AM EDT     File counter: 166
08/14/2015 09:02:22:211 AM EDT     File counter: 167
08/14/2015 09:02:22:211 AM EDT     File counter: 168
08/14/2015 09:02:22:211 AM EDT     File counter: 169
08/14/2015 09:02:22:211 AM EDT     File counter: 170
08/14/2015 09:02:22:211 AM EDT     File counter: 171
08/14/2015 09:02:22:211 AM EDT     File counter: 172
08/14/2015 09:02:22:227 AM EDT     File counter: 173
08/14/2015 09:02:22:227 AM EDT     File counter: 174
08/14/2015 09:02:22:227 AM EDT     File counter: 175
08/14/2015 09:02:22:227 AM EDT     File counter: 176
08/14/2015 09:02:22:227 AM EDT     File counter: 177
08/14/2015 09:02:22:227 AM EDT     File counter: 178
08/14/2015 09:02:22:227 AM EDT     File counter: 179
08/14/2015 09:02:22:243 AM EDT     File counter: 180
08/14/2015 09:02:22:243 AM EDT     File counter: 181
08/14/2015 09:02:22:243 AM EDT     File counter: 182
08/14/2015 09:02:22:243 AM EDT     File counter: 183
08/14/2015 09:02:22:243 AM EDT     File counter: 184
08/14/2015 09:02:22:243 AM EDT     File counter: 185
08/14/2015 09:02:22:258 AM EDT     File counter: 186
08/14/2015 09:02:22:258 AM EDT     File counter: 187
08/14/2015 09:02:22:258 AM EDT     File counter: 188
08/14/2015 09:02:22:258 AM EDT     File counter: 189
08/14/2015 09:02:22:258 AM EDT     File counter: 190
08/14/2015 09:02:22:258 AM EDT     File counter: 191
08/14/2015 09:02:22:258 AM EDT     File counter: 192
08/14/2015 09:02:22:258 AM EDT     File counter: 193
08/14/2015 09:02:22:258 AM EDT     File counter: 194
08/14/2015 09:02:22:258 AM EDT     File counter: 195
08/14/2015 09:02:22:258 AM EDT     File counter: 196
08/14/2015 09:02:22:274 AM EDT     File counter: 197
08/14/2015 09:02:22:274 AM EDT     File counter: 198
08/14/2015 09:02:22:274 AM EDT     File counter: 199
08/14/2015 09:02:22:274 AM EDT     File counter: 200
08/14/2015 09:02:22:274 AM EDT     File counter: 201
08/14/2015 09:02:22:274 AM EDT     File counter: 202
08/14/2015 09:02:22:274 AM EDT     File counter: 203
08/14/2015 09:02:22:274 AM EDT     File counter: 204
08/14/2015 09:02:22:274 AM EDT     File counter: 205
08/14/2015 09:02:22:274 AM EDT     File counter: 206
08/14/2015 09:02:22:274 AM EDT     File counter: 207
08/14/2015 09:02:22:274 AM EDT     File counter: 208
08/14/2015 09:02:22:274 AM EDT     File counter: 209
08/14/2015 09:02:22:274 AM EDT     File counter: 210
08/14/2015 09:02:22:290 AM EDT     File counter: 211
08/14/2015 09:02:22:290 AM EDT     File counter: 212
08/14/2015 09:02:22:290 AM EDT     File counter: 213
08/14/2015 09:02:22:290 AM EDT     File counter: 214
08/14/2015 09:02:22:290 AM EDT     File counter: 215
08/14/2015 09:02:22:290 AM EDT     File counter: 216
08/14/2015 09:02:22:290 AM EDT     File counter: 217
08/14/2015 09:02:22:290 AM EDT     File counter: 218
08/14/2015 09:02:22:290 AM EDT     File counter: 219
08/14/2015 09:02:22:305 AM EDT     File counter: 220
08/14/2015 09:02:22:305 AM EDT     File counter: 221
08/14/2015 09:02:22:305 AM EDT     File counter: 222
08/14/2015 09:02:22:321 AM EDT     File counter: 223
08/14/2015 09:02:22:321 AM EDT     File counter: 224
08/14/2015 09:02:22:321 AM EDT     File counter: 225
08/14/2015 09:02:22:321 AM EDT     File counter: 226
08/14/2015 09:02:22:321 AM EDT     File counter: 227
08/14/2015 09:02:22:321 AM EDT     File counter: 228
08/14/2015 09:02:22:336 AM EDT     File counter: 229
08/14/2015 09:02:22:336 AM EDT     File counter: 230
08/14/2015 09:02:22:336 AM EDT     File counter: 231
08/14/2015 09:02:22:336 AM EDT     File counter: 232
08/14/2015 09:02:22:336 AM EDT     File counter: 233
08/14/2015 09:02:22:336 AM EDT     File counter: 234
08/14/2015 09:02:22:336 AM EDT     File counter: 235
08/14/2015 09:02:22:336 AM EDT     File counter: 236
08/14/2015 09:02:22:336 AM EDT     File counter: 237
08/14/2015 09:02:22:352 AM EDT     File counter: 238
08/14/2015 09:02:22:352 AM EDT     File counter: 239
08/14/2015 09:02:22:352 AM EDT     File counter: 240
08/14/2015 09:02:22:352 AM EDT     File counter: 241
08/14/2015 09:02:22:352 AM EDT     File counter: 242
08/14/2015 09:02:22:352 AM EDT     File counter: 243
08/14/2015 09:02:22:352 AM EDT     File counter: 244
08/14/2015 09:02:22:352 AM EDT     File counter: 245
08/14/2015 09:02:22:368 AM EDT     File counter: 246
08/14/2015 09:02:22:368 AM EDT     File counter: 247
08/14/2015 09:02:22:368 AM EDT     File counter: 248
08/14/2015 09:02:22:368 AM EDT     File counter: 249
08/14/2015 09:02:22:368 AM EDT     File counter: 250
08/14/2015 09:02:22:368 AM EDT     File counter: 251
08/14/2015 09:02:22:368 AM EDT     File counter: 252
08/14/2015 09:02:22:368 AM EDT     File counter: 253
08/14/2015 09:02:22:368 AM EDT     File counter: 254
08/14/2015 09:02:22:368 AM EDT     File counter: 255
08/14/2015 09:02:22:368 AM EDT     File counter: 256
08/14/2015 09:02:22:368 AM EDT     File counter: 257
08/14/2015 09:02:22:368 AM EDT     File counter: 258
08/14/2015 09:02:22:368 AM EDT     File counter: 259
08/14/2015 09:02:22:383 AM EDT     File counter: 260
08/14/2015 09:02:22:383 AM EDT     File counter: 261
08/14/2015 09:02:22:383 AM EDT     File counter: 262
08/14/2015 09:02:22:383 AM EDT     File counter: 263
08/14/2015 09:02:22:383 AM EDT     File counter: 264
08/14/2015 09:02:22:430 AM EDT     File counter: 265
08/14/2015 09:02:22:430 AM EDT     File counter: 266
08/14/2015 09:02:22:430 AM EDT     File counter: 267
08/14/2015 09:02:22:446 AM EDT     File counter: 268
08/14/2015 09:02:22:446 AM EDT     File counter: 269
08/14/2015 09:02:22:446 AM EDT     File counter: 270
08/14/2015 09:02:22:446 AM EDT     File counter: 271
08/14/2015 09:02:22:446 AM EDT     File counter: 272
08/14/2015 09:02:22:446 AM EDT     File counter: 273
08/14/2015 09:02:22:446 AM EDT     File counter: 274
08/14/2015 09:02:22:446 AM EDT     File counter: 275
08/14/2015 09:02:22:446 AM EDT     File counter: 276
08/14/2015 09:02:22:774 AM EDT     Changed current directory to : /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/TempArchive
08/14/2015 09:02:23:540 AM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/TempArchive
08/14/2015 09:02:23:540 AM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports/TempArchive
08/14/2015 09:02:23:540 AM EDT     File counter: 277
08/14/2015 09:02:23:540 AM EDT     File counter: 278
08/14/2015 09:02:24:086 AM EDT     directory name: /gsa/a01gsa/.projects/p1/aheweb01/projects/w3test/content/services/tools/sage/reports
08/14/2015 09:02:24:086 AM EDT     File counter: 279
08/14/2015 09:02:24:086 AM EDT     File counter: 280
08/14/2015 09:02:24:102 AM EDT     File counter: 281
08/14/2015 09:02:24:102 AM EDT     File counter: 282
08/14/2015 09:02:24:102 AM EDT     File counter: 283
08/14/2015 09:02:24:102 AM EDT     File counter: 284
08/14/2015 09:02:24:102 AM EDT     File counter: 285
08/14/2015 09:02:24:102 AM EDT     File counter: 286
08/14/2015 09:02:24:102 AM EDT     File counter: 287
08/14/2015 09:02:24:102 AM EDT     File counter: 288
08/14/2015 09:02:24:102 AM EDT     File counter: 289
08/14/2015 09:02:24:102 AM EDT     File counter: 290
08/14/2015 09:02:24:102 AM EDT     File counter: 291
08/14/2015 09:02:24:118 AM EDT     File counter: 292
08/14/2015 09:02:24:118 AM EDT     File counter: 293
08/14/2015 09:02:24:118 AM EDT     File counter: 294
08/14/2015 09:02:24:118 AM EDT     File counter: 295
08/14/2015 09:02:24:118 AM EDT     File counter: 296
08/14/2015 09:02:24:118 AM EDT     File counter: 297
08/14/2015 09:02:24:118 AM EDT     File counter: 298
08/14/2015 09:02:24:118 AM EDT     File counter: 299
08/14/2015 09:02:24:118 AM EDT     File counter: 300
08/14/2015 09:02:24:118 AM EDT     File counter: 301
08/14/2015 09:02:24:118 AM EDT     File counter: 302
08/14/2015 09:02:24:118 AM EDT     File counter: 303
08/14/2015 09:02:24:133 AM EDT     File counter: 304
08/14/2015 09:02:24:133 AM EDT     File counter: 305
08/14/2015 09:02:24:133 AM EDT     File counter: 306
08/14/2015 09:02:24:133 AM EDT     File counter: 307
08/14/2015 09:02:24:133 AM EDT     File counter: 308
08/14/2015 09:02:24:133 AM EDT     File counter: 309
08/14/2015 09:02:24:133 AM EDT     File counter: 310
08/14/2015 09:02:24:133 AM EDT     File counter: 311
08/14/2015 09:02:24:133 AM EDT     File counter: 312
08/14/2015 09:02:24:149 AM EDT     File counter: 313
08/14/2015 09:02:24:149 AM EDT     File counter: 314
08/14/2015 09:02:24:149 AM EDT     File counter: 315
08/14/2015 09:02:24:149 AM EDT     File counter: 316
08/14/2015 09:02:24:149 AM EDT     File counter: 317
08/14/2015 09:02:24:149 AM EDT     File counter: 318
08/14/2015 09:02:24:149 AM EDT     File counter: 319
08/14/2015 09:02:24:149 AM EDT     File counter: 320
08/14/2015 09:02:24:149 AM EDT     File counter: 321
08/14/2015 09:02:24:149 AM EDT     File counter: 322
08/14/2015 09:02:24:165 AM EDT     File counter: 323
08/14/2015 09:02:24:165 AM EDT     File counter: 324
08/14/2015 09:02:24:165 AM EDT     File counter: 325
08/14/2015 09:02:24:165 AM EDT     File counter: 326
08/14/2015 09:02:24:165 AM EDT     File counter: 327
08/14/2015 09:02:24:165 AM EDT     File counter: 328
08/14/2015 09:02:24:165 AM EDT     File counter: 329
08/14/2015 09:02:24:165 AM EDT     File counter: 330
08/14/2015 09:02:24:165 AM EDT     File counter: 331
08/14/2015 09:02:24:165 AM EDT     File counter: 332
08/14/2015 09:02:24:180 AM EDT     File counter: 333
08/14/2015 09:02:24:180 AM EDT     File counter: 334
08/14/2015 09:02:24:180 AM EDT     File counter: 335
08/14/2015 09:02:24:180 AM EDT     File counter: 336
08/14/2015 09:02:24:180 AM EDT     File counter: 337
08/14/2015 09:02:24:180 AM EDT     File counter: 338
08/14/2015 09:02:24:180 AM EDT     File counter: 339
08/14/2015 09:02:24:180 AM EDT     File counter: 340
08/14/2015 09:02:24:196 AM EDT     File counter: 341
08/14/2015 09:02:24:196 AM EDT     File counter: 342
08/14/2015 09:02:24:196 AM EDT     File counter: 343
08/14/2015 09:02:24:196 AM EDT     File counter: 344
08/14/2015 09:02:24:196 AM EDT     File counter: 345
08/14/2015 09:02:24:196 AM EDT     File counter: 346
08/14/2015 09:02:24:196 AM EDT     File counter: 347
08/14/2015 09:02:24:196 AM EDT     File counter: 348
08/14/2015 09:02:24:196 AM EDT     File counter: 349
08/14/2015 09:02:24:196 AM EDT     File counter: 350
08/14/2015 09:02:24:196 AM EDT     File counter: 351
08/14/2015 09:02:24:196 AM EDT     File counter: 352
08/14/2015 09:02:24:196 AM EDT     File counter: 353
08/14/2015 09:02:24:196 AM EDT     File counter: 354
08/14/2015 09:02:24:196 AM EDT     File counter: 355
08/14/2015 09:02:24:196 AM EDT     File counter: 356
08/14/2015 09:02:24:196 AM EDT     File counter: 357
08/14/2015 09:02:24:196 AM EDT     File counter: 358
08/14/2015 09:02:24:196 AM EDT     File counter: 359
08/14/2015 09:02:24:211 AM EDT     File counter: 360
08/14/2015 09:02:24:211 AM EDT     File counter: 361
08/14/2015 09:02:24:211 AM EDT     File counter: 362
08/14/2015 09:02:24:211 AM EDT     File counter: 363
08/14/2015 09:02:24:211 AM EDT     File counter: 364
08/14/2015 09:02:24:211 AM EDT     File counter: 365
08/14/2015 09:02:24:211 AM EDT     File counter: 366
08/14/2015 09:02:24:211 AM EDT     File counter: 367
08/14/2015 09:02:24:211 AM EDT     File counter: 368
08/14/2015 09:02:24:211 AM EDT     File counter: 369
08/14/2015 09:02:24:211 AM EDT     File counter: 370
08/14/2015 09:02:24:211 AM EDT     File counter: 371
08/14/2015 09:02:24:211 AM EDT     File counter: 372
08/14/2015 09:02:24:211 AM EDT     File counter: 373
08/14/2015 09:02:24:211 AM EDT     File counter: 374
08/14/2015 09:02:24:211 AM EDT     File counter: 375
08/14/2015 09:02:24:211 AM EDT     File counter: 376
08/14/2015 09:02:24:211 AM EDT     File counter: 377
08/14/2015 09:02:24:211 AM EDT     File counter: 378
08/14/2015 09:02:24:227 AM EDT     File counter: 379
08/14/2015 09:02:24:227 AM EDT     File counter: 380
08/14/2015 09:02:24:227 AM EDT     File counter: 381
08/14/2015 09:02:24:227 AM EDT     File counter: 382
08/14/2015 09:02:24:227 AM EDT     File counter: 383
08/14/2015 09:02:24:227 AM EDT     File counter: 384
08/14/2015 09:02:24:227 AM EDT     File counter: 385
08/14/2015 09:02:24:227 AM EDT     File counter: 386
08/14/2015 09:02:24:227 AM EDT     File counter: 387
08/14/2015 09:02:24:227 AM EDT     File counter: 388
08/14/2015 09:02:24:227 AM EDT     File counter: 389
08/14/2015 09:02:24:227 AM EDT     File counter: 390
08/14/2015 09:02:24:227 AM EDT     File counter: 391
08/14/2015 09:02:24:227 AM EDT     File counter: 392
08/14/2015 09:02:24:243 AM EDT     File counter: 393
08/14/2015 09:02:24:243 AM EDT     File counter: 394
08/14/2015 09:02:24:243 AM EDT     File counter: 395
08/14/2015 09:02:24:243 AM EDT     File counter: 396
08/14/2015 09:02:24:243 AM EDT     File counter: 397
08/14/2015 09:02:24:243 AM EDT     File counter: 398
08/14/2015 09:02:24:243 AM EDT     File counter: 399
08/14/2015 09:02:24:243 AM EDT     File counter: 400
08/14/2015 09:02:24:243 AM EDT     File counter: 401
08/14/2015 09:02:24:243 AM EDT     File counter: 402
08/14/2015 09:02:24:243 AM EDT     File counter: 403
08/14/2015 09:02:24:243 AM EDT     File counter: 404
08/14/2015 09:02:24:243 AM EDT     File counter: 405
08/14/2015 09:02:24:243 AM EDT     File counter: 406
08/14/2015 09:02:24:258 AM EDT     File counter: 407
08/14/2015 09:02:24:258 AM EDT     File counter: 408
08/14/2015 09:02:24:258 AM EDT     File counter: 409
08/14/2015 09:02:24:258 AM EDT     File counter: 410
08/14/2015 09:02:24:258 AM EDT     File counter: 411
08/14/2015 09:02:24:258 AM EDT     File counter: 412
08/14/2015 09:02:24:258 AM EDT     File counter: 413
08/14/2015 09:02:24:258 AM EDT     File counter: 414
08/14/2015 09:02:24:258 AM EDT     File counter: 415
08/14/2015 09:02:24:258 AM EDT     File counter: 416
08/14/2015 09:02:24:258 AM EDT     File counter: 417
08/14/2015 09:02:24:258 AM EDT     File counter: 418
08/14/2015 09:02:24:258 AM EDT     File counter: 419
08/14/2015 09:02:24:274 AM EDT     File counter: 420
08/14/2015 09:02:24:274 AM EDT     File counter: 421
08/14/2015 09:02:24:274 AM EDT     File counter: 422
08/14/2015 09:02:24:274 AM EDT     File counter: 423
08/14/2015 09:02:24:274 AM EDT     File counter: 424
08/14/2015 09:02:24:274 AM EDT     File counter: 425
08/14/2015 09:02:24:274 AM EDT     File counter: 426
08/14/2015 09:02:24:274 AM EDT     File counter: 427
08/14/2015 09:02:24:274 AM EDT     File counter: 428
08/14/2015 09:02:24:274 AM EDT     File counter: 429
08/14/2015 09:02:24:290 AM EDT     File counter: 430
08/14/2015 09:02:24:290 AM EDT     File counter: 431
08/14/2015 09:02:24:290 AM EDT     File counter: 432
08/14/2015 09:02:24:290 AM EDT     File counter: 433
08/14/2015 09:02:24:290 AM EDT     File counter: 434
08/14/2015 09:02:24:290 AM EDT     File counter: 435
08/14/2015 09:02:24:290 AM EDT     File counter: 436
08/14/2015 09:02:24:290 AM EDT     File counter: 437
08/14/2015 09:02:24:290 AM EDT     File counter: 438
08/14/2015 09:02:24:290 AM EDT     File counter: 439
08/14/2015 09:02:24:290 AM EDT     File counter: 440
08/14/2015 09:02:24:290 AM EDT     File counter: 441
08/14/2015 09:02:24:305 AM EDT     File counter: 442
08/14/2015 09:02:24:305 AM EDT     File counter: 443
08/14/2015 09:02:24:305 AM EDT     File counter: 444
08/14/2015 09:02:24:305 AM EDT     File counter: 445
08/14/2015 09:02:24:305 AM EDT     File counter: 446
08/14/2015 09:02:24:305 AM EDT     File counter: 447
08/14/2015 09:02:24:305 AM EDT     File counter: 448
08/14/2015 09:02:24:305 AM EDT     File counter: 449
08/14/2015 09:02:24:305 AM EDT     File counter: 450
08/14/2015 09:02:24:305 AM EDT     File counter: 451
08/14/2015 09:02:24:305 AM EDT     File counter: 452
08/14/2015 09:02:24:305 AM EDT     File counter: 453
08/14/2015 09:02:24:305 AM EDT     File counter: 454
08/14/2015 09:02:24:305 AM EDT     File counter: 455
08/14/2015 09:02:24:321 AM EDT     File counter: 456
08/14/2015 09:02:24:321 AM EDT     File counter: 457
08/14/2015 09:02:24:321 AM EDT     File counter: 458
08/14/2015 09:02:24:321 AM EDT     File counter: 459
08/14/2015 09:02:24:321 AM EDT     File counter: 460
08/14/2015 09:02:24:321 AM EDT     File counter: 461
08/14/2015 09:02:24:321 AM EDT     File counter: 462
08/14/2015 09:02:24:321 AM EDT     File counter: 463
08/14/2015 09:02:24:321 AM EDT     File counter: 464
08/14/2015 09:02:24:321 AM EDT     File counter: 465
08/14/2015 09:02:24:321 AM EDT     File counter: 466
08/14/2015 09:02:24:321 AM EDT     File counter: 467
